,host_id,host_since,host_verifications,host_total_listings_count,host_is_superhost,host_response_rate,neighbourhood
35101,7125872,2013-06-26,"['email', 'phone']",1.0,f,,"New York, United States"
35102,7556128,2013-07-17,"['email', 'phone']",6.0,f,,
35103,200183045,2018-07-05,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35104,1762558,2012-02-16,"['email', 'phone', 'work_email']",1.0,f,,"New York, United States"
35105,121869120,2017-03-21,['phone'],2.0,f,,
35106,48438698,2015-11-07,"['email', 'phone']",5.0,f,100%,"New York, United States"
35107,131083549,2017-05-19,"['email', 'phone']",2.0,f,,"New York, United States"
35108,25476493,2015-01-01,"['email', 'phone']",1.0,f,,
35109,8730700,2013-09-09,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
35110,398395127,2021-04-24,['phone'],1.0,f,,
35111,27911118,2015-02-17,"['email', 'phone']",1.0,f,100%,
35112,42308954,2015-08-23,"['email', 'phone']",1.0,f,,"Queens, New York, United States"
35113,10447807,2013-12-05,"['email', 'phone']",2.0,f,,
35114,19965375,2014-08-13,"['email', 'phone']",1.0,f,,"New York, United States"
35115,49193707,2015-11-16,"['email', 'phone']",1.0,f,,"New York, United States"
35116,568224,2011-05-08,"['email', 'phone']",3.0,f,,"Brooklyn, New York, United States"
35117,169927,2010-07-17,"['email', 'phone']",2.0,f,,
35119,19965673,2014-08-13,"['email', 'phone', 'work_email']",3.0,f,100%,
35120,576387,2011-05-10,"['email', 'phone', 'work_email']",7.0,f,,"New York, United States"
35121,9746153,2013-10-31,"['email', 'phone']",1.0,f,,"New York, United States"
35122,6533489,2013-05-23,"['email', 'phone']",1.0,f,,
35123,6567286,2013-05-25,"['email', 'phone']",3.0,f,,
35124,105572926,2016-11-29,['phone'],1.0,f,,
35125,40004714,2015-07-30,"['email', 'phone']",10.0,f,100%,
35126,21103521,2014-09-08,"['email', 'phone', 'work_email']",4.0,t,100%,"New York, United States"
35128,27439632,2015-02-08,"['email', 'phone', 'work_email']",1.0,f,,
35129,40068602,2015-07-30,"['email', 'phone']",2.0,f,,
35130,93356179,2016-09-03,"['email', 'phone']",1.0,f,,"Brooklyn , New York, United States"
35131,378700758,2020-12-07,['phone'],1.0,f,,"Brooklyn, New York, United States"
35132,1631330,2012-01-20,"['email', 'phone']",1.0,f,,
35133,26018110,2015-01-12,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35134,50904121,2015-12-09,"['email', 'phone']",1.0,f,,"New York, United States"
35135,337489786,2020-02-19,"['email', 'phone']",1.0,f,,
35136,359360725,2020-07-30,"['email', 'phone', 'work_email']",4.0,,100%,"New York, United States"
35137,1512462,2011-12-17,"['email', 'phone']",3.0,t,50%,"New York, United States"
35138,24319977,2014-11-30,['phone'],1.0,f,,
35139,22343983,2014-10-09,"['email', 'phone']",1.0,f,,
35140,220601248,2018-10-14,['phone'],2.0,f,,
35142,4008899,2012-10-29,"['email', 'phone', 'work_email']",1.0,f,100%,"Brooklyn, New York, United States"
35143,35407948,2015-06-09,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
35144,239142480,2019-01-26,"['email', 'phone']",1.0,f,,
35145,342224614,2020-03-21,['phone'],1.0,f,,"Brooklyn, New York, United States"
35146,6796395,2013-06-08,"['email', 'phone']",1.0,f,,"New York, United States"
35147,7980049,2013-08-06,"['email', 'phone']",2.0,f,,"New York, United States"
35148,62532210,2016-03-11,['phone'],1.0,f,20%,
35149,246422621,2019-03-02,"['email', 'phone']",1.0,f,,"New York, United States"
35150,39226206,2015-07-22,['phone'],2.0,f,,"New York, United States"
35151,378877200,2020-12-08,"['email', 'phone']",1.0,f,,"New York, United States"
35152,20256768,2014-08-19,"['email', 'phone', 'work_email']",1.0,f,,"Queens, New York, United States"
35153,63407204,2016-03-17,"['email', 'phone']",1.0,f,,"New York, United States"
35154,24074596,2014-11-23,"['email', 'phone']",1.0,f,,
35155,132178349,2017-05-27,"['email', 'phone']",3.0,f,100%,
35156,79896285,2016-06-25,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35157,5557073,2013-03-21,['phone'],1.0,f,,"New York , New York, United States"
35158,106077181,2016-12-03,['phone'],1.0,f,100%,
35159,28647831,2015-03-02,"['email', 'phone']",3.0,f,89%,
35160,50925964,2015-12-09,"['email', 'phone']",3.0,f,,
35161,137725101,2017-06-29,['phone'],1.0,f,,"Brooklyn, New York, United States"
35162,379126767,2020-12-09,['phone'],2.0,f,,
35164,25439443,2014-12-31,"['email', 'phone']",2.0,f,,"New York, United States"
35165,10563705,2013-12-11,"['email', 'phone']",2.0,f,,
35166,1387051,2011-11-08,"['email', 'phone']",6.0,f,100%,"Brooklyn, New York, United States"
35167,340938089,2020-03-09,"['email', 'phone']",6.0,f,89%,
35169,105642760,2016-11-29,"['email', 'phone']",1.0,f,100%,"New York, United States"
35170,56887361,2016-01-31,['phone'],3.0,f,80%,"Brooklyn, New York, United States"
35171,43642470,2015-09-08,"['email', 'phone']",2.0,f,,
35172,59493714,2016-02-19,"['email', 'phone']",1.0,f,,
35173,7640852,2013-07-22,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
35174,11555466,2014-01-22,"['email', 'phone']",2.0,f,89%,"New York, United States"
35175,3355679,2012-08-24,"['email', 'phone']",1.0,f,,
35176,1295284,2011-10-15,"['email', 'phone', 'work_email']",4.0,f,,
35177,152895936,2017-10-01,"['email', 'phone']",2.0,f,,"Queens, New York, United States"
35178,3560446,2012-09-13,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35179,37512618,2015-07-04,"['email', 'phone']",2.0,f,,
35180,50997070,2015-12-10,"['email', 'phone']",1.0,f,,
35181,31557132,2015-04-19,"['email', 'phone', 'work_email']",2.0,f,,
35182,98696488,2016-10-07,"['email', 'phone']",1.0,f,,
35183,797814,2011-07-09,"['email', 'phone', 'work_email']",5.0,f,100%,
35184,17737517,2014-07-06,"['email', 'phone']",1.0,f,,
35185,45596004,2015-10-02,"['email', 'phone', 'work_email']",1.0,f,,
35186,20006428,2014-08-14,"['email', 'phone']",1.0,f,,
35187,32457000,2015-05-02,"['email', 'phone']",3.0,f,,"New York, United States"
35188,1424716,2011-11-20,"['email', 'phone']",2.0,f,,"New York, United States"
35189,536686,2011-04-26,"['email', 'phone', 'work_email']",2.0,f,,"Brooklyn, New York, United States"
35190,41398078,2015-08-13,"['email', 'phone']",1.0,f,,
35191,815436,2011-07-13,"['email', 'phone', 'work_email']",1.0,f,,"Brooklyn, New York, United States"
35192,148120194,2017-08-28,"['email', 'phone']",1.0,f,,
35193,7896605,2013-08-02,"['email', 'phone']",1.0,f,,"Sunnyside, New York, United States"
35194,60915621,2016-02-29,"['email', 'phone']",1.0,t,100%,"New York, United States"
35195,6079156,2013-04-24,"['email', 'phone']",1.0,f,,"New York, United States"
35196,154843406,2017-10-16,"['email', 'phone']",2.0,f,,"New York, United States"
35197,63158102,2016-03-15,"['email', 'phone']",2.0,t,100%,
35199,19336311,2014-08-02,"['email', 'phone']",1.0,f,,
35200,102542851,2016-11-04,"['email', 'phone']",1.0,f,,
35201,342502879,2020-03-26,"['email', 'phone']",3.0,f,,"New York, United States"
35204,10547661,2013-12-10,"['email', 'phone', 'work_email']",2.0,f,100%,"New York, United States"
35205,4464205,2012-12-22,"['email', 'phone', 'work_email']",4.0,f,,"Brooklyn, New York, United States"
35207,399189844,2021-04-29,"['email', 'phone']",3.0,f,,"New York, United States"
35208,6073347,2013-04-24,"['email', 'phone']",3.0,f,,"New York, United States"
35209,95552798,2016-09-17,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
35210,4732500,2013-01-17,"['email', 'phone', 'work_email']",1.0,f,,"New York, United States"
35211,247662050,2019-03-08,['phone'],1.0,f,,
35212,2538621,2012-06-03,"['email', 'phone']",8.0,f,,
35213,7897301,2013-08-02,"['email', 'phone']",2.0,f,14%,
35214,16616158,2014-06-10,"['email', 'phone']",1.0,f,,"New York, United States"
35215,63790712,2016-03-20,"['email', 'phone']",1.0,f,,"New York, United States"
35216,29505367,2015-03-17,"['email', 'phone']",1.0,f,,
35217,2101858,2012-04-09,"['email', 'phone']",6.0,f,,"Brooklyn, New York, United States"
35218,468089955,2022-07-07,['phone'],1.0,f,100%,"The Bronx, New York, United States"
35219,116758734,2017-02-16,"['email', 'phone', 'work_email']",1.0,f,,"New York, United States"
35220,9006067,2013-09-23,"['email', 'phone']",7.0,f,,"New York, United States"
35222,3700250,2012-09-28,"['email', 'phone', 'work_email']",4.0,f,100%,"Brooklyn, New York, United States"
35223,85082002,2016-07-21,"['email', 'phone', 'work_email']",3.0,f,,
35224,202697970,2018-07-16,['phone'],2.0,f,,"Queens, New York, United States"
35225,26100862,2015-01-14,"['email', 'phone']",1.0,f,,
35226,49964890,2015-11-26,"['email', 'phone']",1.0,f,,"New York, United States"
35227,37720533,2015-07-06,"['email', 'phone']",2.0,f,,"New York, United States"
35228,40707333,2015-08-06,"['email', 'phone']",1.0,f,0%,
35229,63800453,2016-03-20,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
35230,1342918,2011-10-27,"['email', 'phone']",1.0,f,,
35231,161135042,2017-12-03,"['email', 'phone']",3.0,f,,
35233,89483556,2016-08-12,"['email', 'phone', 'work_email']",1.0,t,96%,"New York, United States"
35234,50556696,2015-12-05,['phone'],2.0,f,,
35235,197334240,2018-06-22,"['email', 'phone']",2.0,t,100%,"New York, United States"
35236,221343982,2018-10-18,['phone'],1.0,f,,
35237,4361344,2012-12-09,"['email', 'phone']",1.0,f,,
35238,8083094,2013-08-11,"['email', 'phone']",7.0,f,,"New York, United States"
35239,26089087,2015-01-14,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35240,24291027,2014-11-29,"['email', 'phone', 'work_email']",1.0,f,,
35241,187849608,2018-05-04,"['email', 'phone']",3.0,f,,
35242,15569250,2014-05-15,"['email', 'phone']",4.0,f,,
35244,493205635,2022-12-28,"['email', 'phone']",2.0,f,100%,"New York, United States"
35245,13209857,2014-03-17,"['email', 'phone']",1.0,f,,"New York, United States"
35246,23821111,2014-11-16,"['email', 'phone']",1.0,f,,
35247,147256218,2017-08-22,"['email', 'phone']",1.0,f,100%,
35248,8260004,2013-08-19,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35249,73961308,2016-05-25,"['email', 'phone']",1.0,f,,"New York, United States"
35250,12879799,2014-03-06,"['email', 'phone']",3.0,f,,"Brooklyn, New York, United States"
35251,20729128,2014-08-30,['phone'],3.0,f,100%,
35252,134167192,2017-06-08,"['email', 'phone']",1.0,f,,"New York, United States"
35253,366765486,2020-09-09,"['email', 'phone']",1.0,f,100%,"Brooklyn, New York, United States"
35254,15524268,2014-05-14,"['email', 'phone', 'work_email']",1.0,f,,"Brooklyn, New York, United States"
35255,121141431,2017-03-16,"['email', 'phone']",1.0,f,,
35256,1485675,2011-12-08,"['email', 'phone', 'work_email']",4.0,f,,"New York, United States"
35257,12420115,2014-02-20,['phone'],1.0,f,,"New York, United States"
35258,33992697,2015-05-22,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
35259,624419,2011-05-25,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35260,4411040,2012-12-15,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35261,221574115,2018-10-19,"['email', 'phone']",3.0,f,,
35263,62192916,2016-03-08,"['email', 'phone']",1.0,f,100%,
35264,47267079,2015-10-23,"['email', 'phone']",1.0,f,,
35265,77105261,2016-06-11,"['email', 'phone', 'work_email']",1.0,f,,
35266,10799035,2013-12-24,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35267,21536937,2014-09-19,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
35268,671579,2011-06-06,"['email', 'phone']",3.0,t,100%,
35269,2530122,2012-06-02,"['email', 'phone', 'work_email']",3.0,f,100%,"New York, United States"
35270,1181366,2011-09-19,"['email', 'phone']",1.0,f,,
35271,291879604,2019-09-04,"['email', 'phone']",1.0,f,,
35272,221635816,2018-10-20,"['email', 'phone']",1.0,f,,"Queens, New York, United States"
35273,66621063,2016-04-10,"['email', 'phone']",1.0,f,93%,"Brooklyn, New York, United States"
35274,63935825,2016-03-21,"['email', 'phone']",1.0,f,,"Astoria, New York, United States"
35275,133586767,2017-06-05,"['email', 'phone']",1.0,f,,"New York, United States"
35276,34177401,2015-05-25,"['email', 'phone', 'work_email']",21.0,f,100%,"Brooklyn, New York, United States"
35278,106241822,2016-12-05,"['email', 'phone']",1.0,f,,"New York, United States"
35279,183038816,2018-04-08,"['phone', 'work_email']",2.0,f,,
35280,8120180,2013-08-12,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35281,26124805,2015-01-14,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35282,3792156,2012-10-07,"['phone', 'work_email']",1.0,f,,"Brooklyn, New York, United States"
35283,40709140,2015-08-06,"['email', 'phone', 'work_email']",1.0,f,,
35284,5137740,2013-02-18,"['email', 'phone']",2.0,f,,
35285,7138174,2013-06-26,"['email', 'phone']",1.0,f,,"New York, United States"
35286,48176086,2015-11-04,"['email', 'phone']",1.0,f,,
35287,516250638,2023-05-23,['phone'],1.0,f,0%,
35288,66734347,2016-04-11,['phone'],1.0,f,,"New York, United States"
35289,257487417,2019-04-23,['phone'],2.0,f,,
35291,386023252,2021-01-25,"['email', 'phone']",6.0,f,100%,
35292,8813443,2013-09-13,"['email', 'phone']",1.0,f,,
35293,46889591,2015-10-18,"['email', 'phone']",1.0,f,,
35294,5291405,2013-03-02,"['email', 'phone', 'work_email']",1.0,f,,
35295,10659007,2013-12-16,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
35296,8442593,2013-08-27,"['email', 'phone']",2.0,f,,
35297,4845585,2013-01-25,['phone'],7.0,f,,
35298,21921891,2014-09-29,"['email', 'phone']",1.0,f,,
35299,25037051,2014-12-20,"['email', 'phone']",3.0,f,,"Brooklyn, New York, United States"
35300,1700398,2012-02-04,"['email', 'phone']",2.0,f,,"New York, United States"
35301,22954228,2014-10-25,"['email', 'phone']",2.0,f,,
35303,482337924,2022-10-05,['phone'],1.0,f,,
35304,241366983,2019-02-05,['phone'],1.0,f,,"New York, United States"
35305,42729298,2015-08-27,"['email', 'phone']",3.0,f,,"Brooklyn , New York, United States"
35307,106692652,2016-12-09,"['email', 'phone']",1.0,f,,
35308,375296427,2020-11-11,['phone'],2.0,f,,"New York, United States"
35309,4311832,2012-12-03,"['email', 'phone']",2.0,f,,
35310,26529661,2015-01-22,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35311,14476679,2014-04-19,"['email', 'phone']",2.0,f,,"New York, United States"
35312,148130354,2017-08-28,['phone'],2.0,f,,
35314,268452805,2019-06-13,"['email', 'phone']",2.0,f,,"New York, United States"
35315,8434244,2013-08-26,"['email', 'phone']",1.0,t,100%,"New York, United States"
35316,110336691,2017-01-07,"['email', 'phone']",10.0,f,,
35317,98868828,2016-10-09,"['email', 'phone']",2.0,f,,"Bronx, New York, United States"
35318,16782056,2014-06-14,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
35319,63510347,2016-03-18,"['email', 'phone']",2.0,f,,"New York, United States"
35320,53862397,2016-01-08,"['email', 'phone']",1.0,f,,
35321,3196390,2012-08-08,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
35322,51021121,2015-12-10,"['email', 'phone']",2.0,f,,"New York, United States"
35323,48240655,2015-11-05,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
35324,10323901,2013-11-29,"['email', 'phone']",1.0,f,,"New York, United States"
35325,62298504,2016-03-09,"['email', 'phone']",1.0,f,,
35326,127431806,2017-04-24,"['email', 'phone']",1.0,f,,
35327,30549225,2015-04-03,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
35328,8918030,2013-09-18,"['email', 'phone', 'work_email']",1.0,f,,"Bronx, New York, United States"
35329,438593,2011-03-13,"['email', 'phone', 'work_email']",2.0,f,,
35331,121809482,2017-03-21,"['email', 'phone']",2.0,f,,"New York, United States"
35333,14936625,2014-04-30,"['email', 'phone', 'work_email']",1.0,f,,"Brooklyn, New York, United States"
35334,3005203,2012-07-20,"['email', 'phone', 'work_email']",2.0,f,,
35335,43305568,2015-09-03,"['email', 'phone']",1.0,f,100%,
35336,5125933,2013-02-17,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
35337,11940121,2014-02-04,"['email', 'phone']",1.0,f,,
35338,37510066,2015-07-04,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35339,10620222,2013-12-14,"['email', 'phone']",1.0,f,,"Queens, New York, United States"
35340,5282689,2013-03-01,"['email', 'phone', 'work_email']",1.0,f,,
35341,93411405,2016-09-04,['phone'],2.0,f,,"New York, United States"
35342,1225020,2011-09-29,"['email', 'phone', 'work_email']",2.0,f,,"Brooklyn, New York, United States"
35343,302164,2010-11-28,"['email', 'phone', 'work_email']",3.0,f,,
35344,493533274,2022-12-30,"['email', 'phone']",1.0,t,100%,"Queens, New York, United States"
35345,35329442,2015-06-08,"['email', 'phone']",2.0,f,,
35346,136267788,2017-06-21,"['email', 'phone']",2.0,f,,"Brooklyn, New York, United States"
35347,24338669,2014-11-30,['phone'],1.0,f,,
35348,518727591,2023-06-07,"['email', 'phone']",1.0,f,67%,"New York, United States"
35349,243466968,2019-02-16,"['email', 'phone', 'work_email']",1.0,f,,"Queens, New York, United States"
35350,26558533,2015-01-22,"['email', 'phone']",1.0,f,,
35351,62335395,2016-03-09,"['email', 'phone']",1.0,f,,
35352,9326099,2013-10-09,"['email', 'phone', 'work_email']",4.0,f,,
35353,2510744,2012-05-31,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35354,51924404,2015-12-21,"['email', 'phone']",2.0,f,,
35355,75065047,2016-05-31,"['email', 'phone']",1.0,f,,"New York, United States"
35356,4342052,2012-12-06,"['email', 'phone']",3.0,f,,"New York, United States"
35357,300529887,2019-10-06,"['email', 'phone']",2.0,f,,
35358,2739935,2012-06-25,"['email', 'phone']",2.0,f,,"New York, United States"
35359,242622786,2019-02-11,"['email', 'phone']",1.0,f,,"New York, United States"
35360,75566080,2016-06-03,"['email', 'phone']",4.0,f,,
35361,7356998,2013-07-08,"['email', 'phone']",2.0,f,,"New York, United States"
35362,23386756,2014-11-05,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
35363,60525649,2016-02-26,"['email', 'phone']",1.0,f,,"New York, United States"
35364,19393988,2014-08-03,"['email', 'phone']",3.0,t,100%,
35365,138994120,2017-07-06,"['email', 'phone']",3.0,f,100%,
35368,2670322,2012-06-18,"['email', 'phone']",2.0,f,,
35369,107704855,2016-12-18,"['email', 'phone']",2.0,f,,
35370,62530335,2016-03-11,"['email', 'phone']",1.0,f,,
35371,8671974,2013-09-06,"['email', 'phone']",6.0,f,,
35372,77698412,2016-06-14,"['email', 'phone', 'work_email']",2.0,f,,
35373,3769020,2012-10-05,"['email', 'phone']",1.0,t,100%,"New York, United States"
35374,4462547,2012-12-21,"['email', 'phone']",3.0,f,,"Brooklyn, New York, United States"
35375,146030957,2017-08-14,"['email', 'phone']",2.0,f,,
35376,243944082,2019-02-18,"['email', 'phone']",1.0,f,,"Brooklyn, New York, United States"
